Feature	Intercept_mean	tumor_type[T.HCC]_mean	Intercept_std	tumor_type[T.HCC]_std	Intercept_hdi	tumor_type[T.HCC]_hdi
G007556585	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009707925	-8.892316404999992	-0.19502061914999996	0.6576501735182054	1.71215545666523	(-10.0796, -7.4725)	(-2.62181, 1.74889)
G014646835	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G006352475	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003951285	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G019355975	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900453115	-9.57937134114999	-3.8818311281500035	2.4507524005499346	3.6772639701474548	(-13.2252, -4.7393)	(-11.4873, 2.56761)
G900111115	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016728685	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G013363755	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007556755	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009718305	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014648495	-1.8385756099999992	0.016353213564499983	0.011897132105171397	0.016738853935843578	(-1.86199, -1.81688)	(-0.0138586, 0.049249)
G006363895	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003952165	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G019355995	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900455475	-6.512857504299992	-2.547458233469997	3.2961479551987884	4.845139342611687	(-11.8755, 0.255584)	(-11.3868, 7.12118)
G900112375	-11.609874688999973	2.4891316512230013	3.0953064147813616	2.5208477058267578	(-16.6595, -4.7292)	(-1.93399, 7.55799)
G016766915	-12.084474917650018	1.336613834749999	3.0475143660345023	2.7762380776667173	(-17.9879, -6.02955)	(-4.12125, 6.4984)
G013366375	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007559235	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009768975	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014651095	-2.3817885350000005	0.012108269725700001	0.015803152625466086	0.02225581237934271	(-2.41138, -2.35285)	(-0.0290267, 0.0528789)
G006364615	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003952825	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900112935	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016785885	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900455615	-9.089724414999994	-5.294542773649992	0.4592855300225099	2.8864906884413073	(-9.9959, -8.2704)	(-10.8351, -0.914259)
G019400025	-4.13852401	-0.06181697501270007	0.04969364181281041	0.07052711569471685	(-4.23144, -4.04427)	(-0.192256, 0.0703098)
G013372045	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007655255	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009811375	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014653575	-4.5921296100000095	-0.2879827711999998	0.053242866451271194	0.08100172759727126	(-4.68907, -4.49323)	(-0.441099, -0.1383)
G006370295	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003958705	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900455635	-9.075470445000015	-2.094638735704999	0.4674706224915655	1.2515906926121323	(-9.99529, -8.26599)	(-4.53588, 0.00718008)
G019633635	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016812215	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900113035	-8.665707712250002	-3.3150620184899964	2.814730357297244	4.253233192903369	(-12.7583, -2.84801)	(-11.7082, 4.69884)
G013372265	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007785815	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009828055	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014725695	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G006385165	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003959475	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900456775	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G019704495	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900113085	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016862135	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G013374815	-10.013266136144992	1.335275075404499	4.104932951746272	3.4254193062555487	(-16.905, -1.50246)	(-5.53851, 7.46886)
G007814115	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014836715	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G006385785	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003965815	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900457095	-12.084474917650018	1.336613834749999	3.0475143660345023	2.7762380776667173	(-17.9879, -6.02955)	(-4.12125, 6.4984)
G019704535	-7.1322987223000025	-2.4160858343000022	2.9418534866893395	4.610221034386495	(-11.7742, -1.22428)	(-11.1, 6.12604)
G900113645	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016862315	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009831375	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G013387465	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007830415	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014837235	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G006438845	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G003990875	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G019840805	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900457215	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G016882605	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G900114705	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G009834205	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G013393325	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G007990915	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G014874165	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G004011135	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G006517255	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
G019890915	-10.356389270551814	-1.5316474560650033	5.155407442827791	4.585000533916406	(-18.7657, -0.253562)	(-9.95229, 7.02157)
